Majority protein IDs	healthy_sample_0	healthy_sample_1	healthy_sample_2	healthy_sample_3	healthy_sample_4	unhealthy_sample_0	unhealthy_sample_1	unhealthy_sample_2	unhealthy_sample_3	unhealthy_sample_4
P01583	2193.7630364943	2195.235286018514	2193.1173362304953	2196.5478960636747	2192.7234957800183	2279.7450438813116	2277.459288250895	2280.5481730615707	2281.241763547836	2280.4665959380736
P01584	2209.644850102772	2210.9853700279705	2209.3089291999363	2211.663559419405	2210.1522176045105	2187.1865927791055	2187.362970886623	2186.9499367030257	2187.077830816698	2187.2401182247722
P01589;Q5W006	2202.4845458499262	2203.1813122719727	2202.372643019567	2203.8001163904164	2202.483453845218	2225.7692170033715	2225.1663518862624	2226.0187768305473	2225.9744988457333	2226.2388560859276
P01591;D6RD17;D6RHJ6	2835.037279204387	2833.5761180157697	2835.759905442617	2832.853946438011	2835.35362820388	2830.744092250131	2831.3649044507247	2830.795175887345	2829.9709283789157	2830.953820926615
P01593	2736.527595241801	2736.860684309586	2736.861875062629	2737.7664867254957	2736.5344867690624	2806.2510778177448	2804.9659994737835	2807.063950258667	2806.319599574256	2807.653713631033
P01594	2162.426046513885	2163.4725931743237	2162.062921989126	2164.257332489625	2162.163497929816	2192.5669106831483	2191.6471658506525	2192.844674557862	2193.1478946477055	2192.922714144599
P01597	2213.954157068656	2214.0014907549335	2213.1921265392402	2213.1034509592732	2213.54832940399	2139.033117934274	2140.1469891117185	2138.083823557001	2139.4968820606973	2137.142674125158
P01598	2662.8050216345027	2663.1542208380006	2665.5084847060925	2666.203424151672	2665.3984385468907	2847.985123412026	2845.684066586548	2850.558027735111	2845.3303775543604	2854.2035000453793
P01602	2240.438448819169	2241.7638304695547	2240.9326120909986	2243.557053164446	2241.236837038782	2316.1692643651586	2314.7827735533633	2317.1381204880745	2315.71704793947	2318.4671473889457
P01604	2202.6983138073483	2202.4580066291164	2202.908111054633	2202.079602559454	2203.390964610012	2154.528486209493	2155.677761260632	2154.0740899483417	2153.7540706883296	2154.235682873642
P01605	2324.055047773349	2323.1931405041264	2324.170450562183	2321.566036381773	2325.3654799643073	2166.3181302787207	2169.748712161069	2164.68621197637	2164.7535028874545	2164.4299903676965
P01609	2248.4591012363308	2250.0943286424754	2248.769266327235	2251.496644718582	2249.9761705991127	2245.117977560288	2245.25559330794	2245.2511345169055	2244.0439523345203	2246.534974353726
P01610;P80362;P01600	2198.4135499831746	2198.5904640543636	2198.3853949955446	2199.0783156865496	2197.8892183211865	2254.5706624801473	2253.366166030929	2255.14754757154	2255.1479965226695	2255.18582639074
P01611	2367.0792184334005	2365.7259764306705	2368.5514633814923	2365.769844853397	2368.2608045882957	2400.774664792837	2401.0362277351624	2401.403276975009	2399.122080512962	2402.583469146434
P01612	2292.913468531486	2292.3288563197834	2293.2677350518325	2292.007047198009	2293.2559999463356	2280.4686761519943	2280.9801080923403	2280.3954215379194	2279.9391631193903	2280.5476401199744
P01613	2285.731570629673	2286.826182452247	2284.922541281344	2286.5506977590003	2286.1167886271987	2188.4023007896035	2189.8831884403485	2187.271101683662	2188.373222019066	2186.8392199960426
P01616	2186.0527421748375	2185.966534878361	2184.5135094642387	2183.668638751905	2185.671445724308	1982.201354520319	1985.5632913548638	1979.7370142303723	1982.6470859270205	1977.757065357634
P01620	2212.167726226618	2211.3342627130464	2212.3613548615385	2210.9709822097875	2211.7213544604065	2236.344298439327	2236.011874084551	2236.592084734499	2236.5440025621133	2236.388168068209
P01621	2603.0721796839453	2599.7539669104476	2607.226919968081	2600.8955863147053	2605.698807501131	2794.9315406161586	2793.6089406370247	2797.7224104171237	2791.1194469638667	2801.2873611486652
P01623	2896.991065132803	2896.48921410743	2897.5518504032616	2896.813397400749	2896.977977530554	2954.984273782846	2954.137819442066	2955.6859537104547	2954.8228536625775	2956.1266813429593
P01624	2252.517090923247	2253.419107888188	2252.3800746879465	2253.6574613737794	2253.4281910281047	2196.4406916500743	2197.469383746695	2195.8845950015625	2195.7914411865327	2196.2105176010255
P01625;P06314	2751.395834684548	2747.6727879365167	2752.4298557063285	2745.4725283646253	2750.743320999763	2756.7405912758095	2757.5040784319517	2756.8397873550284	2756.2785783669283	2756.185957746863
P01699	2237.731615234465	2239.8435531948585	2237.289399536056	2241.0802145876205	2238.4829241056377	2220.257988293058	2220.212534153856	2220.08942929742	2220.1297968571	2220.653631406968
P01708	2455.4568118505563	2464.845303257206	2451.7094930932712	2469.562147770639	2455.5553083173445	2415.870564700667	2413.81739932484	2415.0749325316733	2418.6512580744998	2415.2472743354465
P01714	2436.717905494453	2435.469724488354	2438.434563693235	2435.622616804743	2438.5314509865857	2453.3240547658684	2454.0804292127023	2453.8436662493564	2451.0539389857945	2455.4049884212313
P01717	2474.2684372775843	2474.2437853595457	2476.195704170688	2476.614917242934	2475.3085451978577	2667.9355380971183	2665.024150830091	2670.3844789897526	2666.7758553752437	2672.814326522875
P01730	2752.7485289183664	2750.5449726178676	2753.3458466558413	2746.5429031993804	2756.60859419526	2346.864366248166	2355.86852109114	2342.7393993967185	2342.335992157811	2342.4793002208057
P01732;P01732-3;P01732-2;B8ZZZ4	2464.495185692271	2459.1313027277097	2463.6308088504597	2453.159580251725	2462.0801093468017	2253.48680040332	2257.77148951306	2250.8191272305257	2254.4341192900574	2246.886584703424
P01742;P01761;P06326	2601.599655537281	2602.8045340107365	2601.957424937692	2604.3309603851258	2602.2600562333832	2662.7226406215177	2661.569723021747	2663.502129454021	2662.3823164874975	2664.59385267635
P01762	2515.2990310877435	2513.2899499042283	2516.663103013386	2513.0731608314923	2515.434216768199	2594.7723441480457	2594.0582718159985	2595.8056317303526	2593.988520196658	2596.476200437776
P01764	2230.236402494918	2229.8738230079002	2230.0877545432195	2229.0631445113304	2230.491994230555	2162.0497768262444	2163.4145941945226	2161.2963475870015	2161.6991943796347	2160.93216964317
P01765	2696.3519948948087	2695.1650258450263	2697.7993139765053	2695.6797049115594	2697.0251310078397	2784.56152484006	2783.6556421123087	2785.7504262143175	2783.4671521294313	2786.967977234762
P01766	2211.256012248687	2212.7363399799815	2210.877169042844	2213.780524806261	2211.328026027016	2232.0264037241923	2231.2627569276024	2232.228829696734	2232.3961106008505	2232.5227248109436
P01767	2279.473376589044	2279.3195297303755	2280.136115712453	2279.871895714481	2279.9849967199348	2322.915063615792	2322.4088281203935	2323.5124335465644	2322.3207154238053	2324.278180614777
P01773	2203.2475063216298	2204.92209744876	2202.615293588994	2205.3610553519497	2203.9944167765498	2131.847608506058	2132.8493500875575	2131.0570559241423	2131.6105479125554	2131.157929639401
P01775	2187.742886762049	2188.64008203475	2187.303122091117	2188.8842802338213	2187.87465465848	2159.7499555846807	2160.0121309744163	2159.4065535097757	2159.8977303420293	2159.32522254214
P01779;P01774	2314.833757014495	2314.5135191681748	2315.3919502433764	2314.4024673464223	2315.8335974054316	2285.8924535283704	2286.8510579973768	2285.715267835165	2284.7675418416397	2286.281202982641
P01780	2201.8249758425354	2203.8810558892114	2200.205554144641	2203.704545888748	2201.7567496974316	2079.6040189714604	2081.058369748796	2078.0740852578515	2080.3486824142224	2077.111169027081
P01781	2306.483077009562	2308.7855741268536	2307.6491665472395	2313.0332577660533	2306.8470250856894	2583.0976679803125	2577.8351819239806	2586.3383111969606	2583.3197914151333	2588.996336693197
P01824	2202.493523362919	2205.767964430222	2201.5545553796783	2207.7776663010104	2202.874836992739	2211.7243188749567	2210.743778727157	2211.772220038495	2212.3253583255605	2212.303786848329
P01833	2424.5994962105087	2428.2265321495247	2423.5400707366884	2430.4268214684744	2425.014175664612	2432.6024350709945	2431.551364137687	2432.628058392476	2433.2770134526227	2433.1924368244577
P01848;A0A087WWC6;Q6P4I7;Q8WUD0	2265.1229033490213	2261.829846280988	2266.376727043393	2259.627030671216	2265.8060159498914	2200.9922184495526	2203.3093384724007	2200.4592330528185	2199.301076558953	2200.3476859119314
P01854	2127.0607755395254	2131.8619202620994	2125.1490241409915	2133.781718826488	2127.9037273902936	2031.5856275033423	2032.1128900787692	2030.411076932783	2032.2130194732867	2030.532031670926
P01859	3060.0129779092	3057.821027208693	3060.635571070518	3055.741762327012	3060.90712104703	2942.8069235754	2945.783462884398	2941.638808423289	2941.2529522775617	2941.314833622113
P01861	2717.1181364183603	2717.2781012807604	2715.559619755371	2714.376168434102	2718.092528155852	2394.6757783872995	2400.4908660151573	2391.008602616757	2393.8337723321197	2389.178081246712
P01876	3187.470668649724	3186.189909987222	3187.948033557	3185.102579696694	3188.0763332806146	3128.3850953560927	3129.9947917234886	3127.826375143384	3127.387208847174	3127.7817790829818
P01877;A0A075B6N7	2458.5052947602476	2459.7228078925673	2458.389022782997	2460.030235539902	2459.930426147721	2374.600895953288	2376.2019306749094	2373.7831417778743	2373.524835615737	2374.315504019689
P01889	2450.5834404022467	2452.345435645683	2448.7982736277927	2451.2019499198223	2451.0998378100444	2230.0002358832594	2233.4359851615072	2227.408156906339	2230.084970439466	2226.1063398784163
P01891	2309.764368236471	2311.504773417419	2311.939984765599	2316.6179889391738	2310.275731366412	2694.1381398700732	2687.2573783739404	2698.6953740895938	2693.9952107667755	2702.328946323372
P01892	2932.9081451010343	2930.6306811946765	2930.477002245846	2924.8944132702954	2931.7699086665666	2538.454855407044	2545.4334390218464	2533.7021014573925	2539.088226369567	2529.4505702299775
P01903;Q30118	2724.9939666210594	2729.1585717880357	2727.003448698124	2736.635314126093	2725.7287402688944	3202.746865465211	3193.641822588357	3208.3533215322973	3203.077669709463	3213.0391264748796
P01909	2381.9007854676092	2383.346396694581	2385.0195142584903	2390.241379643665	2381.4231044891335	2988.209706497114	2977.262862033226	2995.249016624248	2988.920400483368	2999.8743783141745
P01911	2210.7755511010437	2211.7746739600834	2210.844425237114	2212.9091559540275	2210.958596664062	2261.550704561126	2260.4580233671277	2262.1423039059428	2261.6469232181494	2262.750622103106
P01912	2234.603653456117	2234.9452615807154	2234.5316861794286	2235.156465949861	2234.706349882352	2233.514041411441	2233.4700810237728	2233.50441775109	2233.512202051579	2233.594486496019
P01920	2317.4286716362135	2319.8846314111906	2319.254270342066	2325.79250033235	2317.095199297636	2770.591056245729	2762.012883470708	2775.805689577545	2771.5179940274174	2779.3428010801395
P02008	2289.652951641867	2288.6368200110055	2289.358206793618	2287.3753472388967	2289.0725670469064	2241.4176693960962	2242.3247781158234	2240.7958478719866	2241.727771277413	2239.8830603828933
P02042;E9PFT6	2321.0608339783507	2322.587100090552	2321.054318646082	2325.215422306207	2319.6391408716886	2544.5282289246225	2539.7393427676734	2546.895634947932	2546.3867235928897	2547.6271796997116
P02452	2184.121455031781	2184.1794263103557	2183.9653577432937	2184.2331488253662	2183.748686665401	2199.313893920603	2198.899482488414	2199.434222925931	2199.712881418721	2199.256462219441
P02458;P02458-1;P02458-3	2219.627434100071	2223.304515349571	2218.5586409537755	2225.999254642052	2219.324764140123	2297.815434273312	2295.2863741060964	2298.558792648529	2299.2237080257114	2299.1127856886633
P02545;P02545-3;P02545-6;P02545-5;P02545-4	3346.3932180993793	3337.5348775902	3348.340826705539	3331.041659573273	3345.5474045791243	3213.0022039318796	3217.573401961221	3211.61978845992	3211.223942906635	3209.448007732208
P02545-2;Q3BDU5;Q5TCI8	2438.739353831669	2433.0776393134292	2440.5223417555644	2428.134391197383	2440.810531257274	2185.5769830460313	2192.3311244160127	2183.1091636932074	2181.7920279715368	2182.48258103861
P02647;F8W696	3527.0938197852474	3527.6538820132337	3525.8538922939406	3525.2354035787653	3528.8270654817284	3203.810814237757	3209.803633306309	3200.235322520554	3202.3036047719893	3199.0352951035147
P02649;H0Y7L5;E9PEV4;E7ERP7	3136.6895955530886	3136.0317814872114	3136.5448013237537	3134.5123658601565	3137.5445289730437	2994.600974817085	2997.535674092833	2993.0767644356556	2993.5656839932044	2992.585411021462
P02652;V9GYM3;V9GYE3;V9GYG9	3244.9349301226357	3244.6376765171885	3242.8184983649962	3240.8611078202653	3245.0657732782724	2891.543730131597	2897.70887398871	2887.3983004307047	2891.4492878362394	2884.605986266439
P02671;P02671-2	2715.01826529289	2720.4030235301184	2715.191368371681	2725.1133920800085	2717.733916626887	2792.7215256402	2790.8163603464764	2793.8590934951703	2791.5184303598403	2796.94935028719
P02675;D6REL8	2620.0584421133726	2628.219470444569	2620.671673727694	2635.4417156200047	2624.9244241162246	2719.6136081027907	2717.3148749175657	2721.237381227404	2717.018274820183	2726.38479013814
P02679;P02679-2;C9JEU5;C9JC84	2788.6039217980087	2794.1009931802123	2788.8259337583286	2798.8252507711513	2791.6239603773806	2851.1208530683384	2849.554502574803	2852.1214711295124	2849.6417735077707	2855.3412305146435
P02730;A0A0A0MS98	2470.579865701868	2468.6442044449395	2469.2060443561063	2465.5789304093823	2468.482095180022	2349.5144475385455	2351.372577356756	2347.833100145604	2351.1460380517865	2345.0458035138267
P02743	2322.573315389542	2327.8297557647243	2320.9047957247803	2330.2312968814917	2324.0883138388413	2226.2414901091815	2226.8983310528383	2225.1431221369176	2226.3106597643637	2225.8259958245594
P02745;X6RLJ0	2605.474535160711	2600.6060307123926	2606.037993916531	2596.1964502190103	2605.069009239898	2448.9533984913924	2452.907318730687	2447.2193520859983	2447.9456119852816	2445.3946534588104
P02747	2780.424946663138	2777.9333931151323	2780.002110822799	2774.2787118171827	2780.6468466941533	2550.417814910706	2555.1579329231067	2547.8246094994856	2549.5123487294586	2546.0172407352184
P02748	2854.240209980864	2853.4357383849847	2853.535576320159	2851.082708489803	2854.744187009878	2651.6765462880303	2655.5561253489604	2649.3892518324315	2650.983392235052	2648.110951698998
P02749	3016.954940306598	3015.2775914876797	3017.3600961097977	3012.6412750637382	3019.118131090344	2774.677678748912	2780.10676212042	2772.207071321768	2772.0103369758713	2771.9207244692834
P02750	2563.852783356621	2569.592872657845	2557.9261454611633	2568.6102701029836	2560.9047453306084	2271.8635468318043	2274.0620483667753	2267.7516732321665	2276.7866125947585	2263.2136476527144
P02751;P02751-3;P02751-14;P02751-8;P02751-17;P02751-7;P02751-15;P02751-9;P02751-11;P02751-5;P02751-10;P02751-6;P02751-13;P02751-12;P02751-4	2966.9314286304316	2967.98333288529	2965.2063956198976	2966.1724241367106	2967.3717323333854	2721.770507488059	2725.8065022112346	2718.902252003269	2721.726497664333	2717.3061783026037
P02760;S4R471	2854.9951388156665	2852.322238609743	2854.930656394267	2849.425467222722	2854.5873130737245	2729.6329950426134	2732.4078330097227	2728.1866393420214	2729.28668528925	2726.711625030684
P02763	2624.080930526036	2630.5965938046265	2620.1365821474146	2630.9473208595637	2625.40725592359	2270.6012591635945	2275.204450011346	2266.3890655930372	2271.347161036647	2264.8735312871063
P02765	3191.344269225037	3190.5382825368683	3190.00892222367	3187.4767118523578	3191.3835277363737	2936.758911934569	2941.3542450514856	2933.7857082786727	2936.567166078512	2931.7030196042265
P02766;A0A087WT59;A0A087WV45	3022.162804109341	3022.7525245152965	3019.0288206380496	3018.4306280909504	3022.206503793291	2572.798693520256	2580.3076844025786	2567.473327301128	2573.101578317581	2563.865304616363
P02774;P02774-3;P02774-2;D6RBJ7	2928.53531775229	2925.086896443565	2928.9607591189474	2921.0022961062614	2929.839303042256	2669.254506914866	2675.1768751482136	2666.5160365440643	2666.944390343517	2665.31089371287
P02775	2833.7045803159845	2835.9801161212017	2834.2115322702152	2837.296376634349	2837.012813849674	2725.889255621446	2728.284484339659	2725.0387126668024	2723.1905631372983	2726.960297789126
P02776	3007.392243215168	3005.9328887102424	3009.328714791802	3004.1043450494517	3012.5195849645665	2727.933848318852	2735.031550232383	2725.4698878616045	2722.2700073386486	2727.3100049057402
P02778	2184.874644000276	2185.7499831578675	2183.64204327959	2185.213793055923	2184.211142771186	2110.5577097425266	2111.321924525817	2109.545846433964	2111.541682794238	2108.435837101826
P02786;G3V0E5	2750.4985054515328	2749.685652832242	2753.30807176724	2751.560111208391	2753.117662475323	2882.2386297606226	2881.201076545931	2884.2263719214284	2879.2221535160606	2887.40504832788
P02787	3186.2971308352535	3187.516360502293	3186.576037655719	3188.029653059557	3188.392531738118	3098.713521209391	3100.6252153545624	3097.9548871162024	3096.9435732119705	3099.004607490217
P02788;E7ER44;P02788-2	2605.0185067248544	2619.046459846323	2601.4837486148185	2627.702909271348	2607.8047476328416	2608.7434871082182	2605.581067257575	2608.7019285229308	2610.1352355285876	2611.627912108788
P02790;Q9BS19	2871.7155168185977	2870.7003857012396	2867.4118741928633	2864.4240677002595	2869.0116910227875	2413.8868665416676	2420.9947143846066	2408.0992510342817	2416.55477492776	2402.1075531289084
P02792;A0A087X1B9	2413.657976286504	2422.319047102253	2408.372124310603	2424.997639176252	2411.803599919624	2283.806859785065	2282.7841990204697	2281.6719419613755	2288.4263187399947	2279.4802775215735
P02794;G3V192;G3V1D1	2797.1621474740505	2803.760290615001	2794.5967587523155	2806.900409372682	2797.6802256173314	2736.768520442644	2736.0476318076785	2735.8931669831472	2738.2690050809474	2736.114804353082
P02795	2404.0144993878994	2402.3396541320103	2405.4321709765813	2404.1293925751966	2401.7065374896097	2745.0720665688873	2738.8913353398366	2748.81030297099	2746.8286642076423	2749.636886273658
P03886	2810.029829209212	2805.3122962617954	2810.087061524253	2801.080293202741	2808.3430145513394	2707.572110181507	2710.0843738738463	2706.275212534276	2707.92029187517	2703.852430719794
P03891	2334.146816500134	2338.5553974264026	2333.3895980164234	2342.022044643306	2334.727994395283	2417.61145653225	2415.1044814617258	2418.525833396983	2418.32372744813	2419.8770014924103
P03897	2561.513079202862	2559.4420674112635	2561.432886310419	2557.4803038587424	2560.672554690037	2510.0084477842934	2511.185605211129	2509.3466718752006	2510.2675566727994	2508.148108581547
P03905	2905.269557227092	2902.452284654553	2904.8066743971426	2898.5019504002908	2905.269832895412	2671.534077380766	2676.3516006461628	2668.8747615114557	2670.760562641993	2666.8415660028118
P03915	2888.402121028539	2884.265825999754	2889.355062254529	2881.272251101738	2888.0557921781383	2828.1164046589242	2830.23477129147	2827.5019795077624	2827.234854795973	2826.5439196401476
P03923	2214.1706879900166	2215.852421926818	2214.242128757987	2217.3006887344154	2215.0987694971436	2233.437124595695	2232.957069386028	2233.74554244617	2232.9802622005795	2234.735110456622
P03928	2880.7376069218158	2880.08378325569	2881.3181372484314	2879.9063511266672	2881.2947142751364	2878.3361111081153	2878.776100477599	2878.4169404955305	2877.5589521320267	2878.8233365752294
P03950	2403.9347672611166	2400.4403632049402	2404.9466051558643	2397.7338565747737	2404.44375847746	2307.8346371886805	2310.6919508864053	2306.904525527881	2306.2746942136473	2306.380807517709
P03951	2179.3104664738808	2179.8280186114384	2178.5160927728402	2180.0553195782013	2177.889662260504	2223.872381665777	2222.4331616937848	2224.162485300919	2225.4887195771726	2223.389093025238
P03956	2221.1395632294916	2221.247289240126	2221.6121174932687	2221.6453209908655	2221.8915523363294	2227.594917694109	2227.7317373208966	2227.782451613688	2226.8447934850356	2228.4539936978626
P03973	2170.368569538122	2172.1991911216587	2170.0668311156774	2173.403224325798	2171.0153614274864	2168.1228299684376	2167.8616956002193	2168.1284978939425	2168.011497903903	2168.71927292636
P04003	3097.6645843298197	3096.7311236044784	3096.523812113403	3093.3870015066564	3098.4105164750126	2797.7630476347463	2803.4309363369325	2794.3671985808764	2796.815731987131	2792.485848209234
P04004	3138.0507785687682	3138.5298888220746	3137.1520480113977	3136.3113479304825	3140.1782129521744	2824.501587376071	2830.4982642371733	2821.104461784749	2822.5568100235355	2820.302233476019
P04035;P04035-3;P04035-2	2433.710048640103	2434.527848748354	2432.8398439402094	2432.9812207175496	2435.4566974794425	2180.589507196683	2185.3143636559535	2177.8358251422046	2179.120876381333	2177.2311310140744
P04040	3335.0586422255146	3340.446831836846	3334.3006503836727	3344.6005554626113	3336.3221794409756	3409.6834360100947	3407.2916424852833	3410.562081706573	3409.9899402110614	3412.4415816580845
P04049;P04049-2;H7C155	2617.331236379755	2616.955161830629	2617.267579602487	2616.5353497821834	2617.156009099406	2602.6352869857005	2602.931832111983	2602.4485085967945	2602.7077941710813	2602.168773619016
P04062;P04062-4;P04062-2;P04062-5;P04062-3	2739.460679746834	2742.7602118849068	2737.969534527038	2743.5335736816555	2740.460308412377	2606.462033601853	2608.1297821440794	2604.9228764532754	2606.482085656765	2604.7989227390526
P04066	2761.259150996677	2758.487598990661	2760.8282258522654	2755.4465052723485	2759.980105812345	2657.61657827873	2659.7270539961387	2656.2970623651804	2658.1363952947872	2654.283640080908
P04075;J3KPS3;H3BQN4;H3BUH7	3564.3819424072904	3564.544133285765	3564.509702264057	3564.810308622315	3564.574710950438	3574.8319965929027	3574.6773817433896	3574.9790959657353	3574.677528278605	3575.229021364001
P04075-2	2237.380841989006	2237.0587350974197	2237.6501345442643	2236.879115704014	2237.759575505356	2223.653175447159	2224.122598921913	2223.560717547924	2223.166755807017	2223.7436303653317
P04080	3353.599788119086	3351.840001584344	3354.144723263544	3350.80579848289	3353.4234354746277	3352.0648963494104	3352.5440090785837	3352.0840181299113	3351.710932313213	3351.8496521889097
P04083;Q5T3N1	3563.743789897737	3566.5862021531034	3558.2835269265934	3560.7331454058176	3564.4469698191765	2825.712924779556	2837.727727821635	2816.9948718013748	2826.1273866312545	2811.6675587122495
P04114	3345.6875550587633	3345.991122483038	3344.6889329236415	3344.1771568752197	3346.603980775368	3122.72762882567	3126.7816996956485	3120.221999078336	3121.952452469067	3119.162929900908
P04150;P04150-8;P04150-10;P04150-5	2896.224247715362	2894.8036073387893	2896.397479482382	2893.820453894636	2895.6464644288903	2895.915117155808	2896.124668345938	2895.874852319194	2896.0810159622342	2895.3376947437478
P04150-3	2267.789537646634	2268.336359498807	2267.0104546473754	2267.4225883250465	2268.2704963628034	2134.1896062680703	2136.4861096924847	2132.6644367651447	2133.9073625309697	2131.990300778456
P04179;P04179-4;P04179-2;F5H3C5;P04179-3	3284.850693456957	3285.3609262670248	3284.1176601973493	3284.4038397275085	3285.449900571271	3144.8487990170383	3147.309122165134	3143.2674201081713	3144.435021884136	3142.635942915554
P04180;J3QSE5	2450.0932087881815	2449.0011004450425	2451.0147786440616	2447.784077041806	2452.363376720417	2310.386521124401	2313.9329597228743	2309.1230889453673	2307.748548848984	2309.787634365147
P04181;P04181-2	2837.2656501747433	2834.203693752437	2837.188187215126	2830.853867188093	2836.8392598814717	2689.198144508879	2692.468054841198	2687.494826004272	2688.7607449007824	2685.8020204812037
P04183;K7ES52;K7ERJ1	2274.3625376148475	2275.5879741393082	2274.7013033786943	2276.616778210941	2275.801856974044	2259.146097354839	2259.578190179574	2259.141971477128	2258.032035582944	2260.247218337146
P04196	2838.077675268646	2838.5975447984392	2836.674151818809	2835.7569016394496	2839.996482248479	2469.6744445034683	2476.517651646052	2465.595618176825	2467.9792082865147	2464.17685915588
P04206	2187.8732968857616	2187.3314950040194	2186.3273433527793	2185.880377269571	2185.3064894364443	2166.0240300534215	2165.605129943509	2165.392456454052	2168.531217766649	2163.0940564236334
P04207	2212.928582820455	2213.6403580029014	2212.205232588401	2213.3515432059344	2212.8569846873543	2150.327085120339	2151.158951054849	2149.5503070103864	2150.6422696385666	2149.0120762157476
P04208	2362.7111993428016	2361.645147503393	2365.292558959076	2364.3994498780903	2362.9020070677493	2677.5503363458474	2672.5636308880034	2681.339221253586	2676.908820507105	2684.0190581589773
P04217;P04217-2;M0R009	2763.824838456465	2763.816541882931	2760.0923540930485	2759.5252813778097	2761.2317013575403	2440.963632360406	2445.513331715084	2436.7512244139443	2443.7737334591916	2431.9966671640373
P04229	2168.439138691708	2169.1979214721696	2167.7940359027307	2169.188815434202	2168.205700167152	2136.027092329349	2136.2700836323697	2135.5805834190546	2136.5133466062825	2135.1588216396894
P04233;H0YBZ2;H0YBZ8;E7ESL3;P04233-3;E7EQJ3	2197.319679115949	2200.379423097762	2195.8164792468856	2201.5825491904634	2197.172855972686	2158.4432809992963	2158.1509935229396	2157.8496063861808	2159.544971194079	2157.547539014212
P04233-2	3063.924082202613	3063.492456228175	3066.216689674741	3066.822410044949	3063.624617376507	3418.2617262638714	3412.232610787717	3422.419134349766	3418.308187375358	3425.0492505829798
P04234;H0YE18;P04234-2;E9PMT5	2847.640384286626	2837.015773483182	2852.6729667690684	2830.5472629164183	2851.3140020606697	2650.9220534056394	2658.768706278606	2649.547981512661	2643.9363980968005	2650.4713978207415
P04259	2237.27833206541	2239.793853990316	2236.9746121174708	2241.0197268841944	2239.126036084379	2159.2868118025253	2160.5612885247865	2158.5562524611914	2158.166413123562	2159.539370722948
P04271;A8MRB1	2430.5227909674004	2426.343095866932	2426.329789049763	2419.60434144587	2423.0989458121144	2258.7983706769455	2260.2078895984255	2255.7845219239207	2265.29222249921	2248.135103912626
P04275	2570.110935380693	2576.6508053778953	2567.992399755265	2578.6608709150278	2573.4399875304416	2305.3875049197845	2309.211510753527	2302.5300875558755	2304.028625627987	2303.3758498378666
P04279;P04279-2	2244.933281793191	2243.594809538543	2246.293983613433	2243.905728160802	2245.4374492288503	2327.322682342019	2326.49809691813	2328.422455148216	2326.3596050871492	2329.4477987723935
P04350	2696.307113860775	2694.7541131736843	2697.581371746869	2695.446925973097	2695.599459217238	2869.1657540471806	2866.4117906940305	2871.156903530296	2869.3612571814087	2871.9220377651063
P04406	3713.1746637577435	3712.3676396177066	3713.512275447305	3711.8450382240953	3713.391017888529	3697.4090144926968	3697.9958459626937	3697.285311372304	3696.943779234767	3697.297539911352
P04406-2;E7EUT5	2707.1957201141445	2710.523718175095	2706.03065603363	2711.209026634985	2709.206605205941	2528.830375494599	2531.638490336204	2526.908932588675	2527.826336440382	2527.2415172452925
P04424;P04424-3;P04424-2;F8W943	2838.8807495657184	2842.1843809872785	2837.3747355198993	2844.2570648557753	2837.7890552695085	2904.1984171474087	2901.7065158904475	2904.682462702326	2906.316482836952	2904.470531321999
P04430	2241.595060526011	2241.9761190727304	2241.7464243311856	2242.533817920869	2241.7811178813845	2268.954735596129	2268.4446838075287	2269.2926488796925	2268.8677715199633	2269.684867757923
P04431	2175.426123906839	2176.3740835182098	2174.1032073164065	2175.7358965784456	2174.8288562364955	2085.1514300983154	2086.1910535765296	2083.9584727437455	2086.0948023209558	2082.7754390197633
P04437;A0JD25	2427.8511783369063	2424.6703981786436	2428.4703705970255	2421.2697033222776	2429.0421571327224	2224.504428317952	2229.3518180421715	2222.3998948785047	2222.3724605178663	2221.5711016768505
P04439;Q5SRN5;Q5SRN7	3054.2681641557538	3053.4163604970595	3054.3270564515824	3052.94767953239	3053.61696616126	3076.4016771582283	3076.0336038042756	3076.5946160851104	3076.809167173241	3076.2059463684645
P04440;H0Y7G7;H0Y5P2	2575.311656660623	2573.283424492943	2577.286661402637	2575.25250832498	2573.4806189281753	2935.475884931573	2929.250000621898	2939.5258768622593	2936.6222958370527	2940.882315753836
P04732	2177.2387007171324	2179.3477225317124	2176.3507404131788	2180.482015512118	2177.026212813022	2183.762405388112	2182.9512251120855	2183.7299281055903	2184.6248373778953	2183.70296083852
P04733	2203.1247398342553	2204.5459059850177	2203.7164325474223	2206.6470804431447	2203.8533176857954	2305.9978597040213	2304.094220715917	2307.273288768641	2305.637220112308	2308.771206813403
P04745;P04746;P19961;P19961-2;H7BZQ8;Q5T085	2279.387198199485	2276.7391184963662	2282.8738793886846	2279.4605332274164	2279.041319140522	2692.6057901107642	2686.2076979042713	2697.532886838857	2692.0012928858255	2700.507939927099
P04792;F8WE04	2829.824466028581	2831.7004530370505	2830.2466810137266	2833.674173353186	2831.1528659229543	2875.616993257037	2874.7755274689243	2876.293113583952	2874.7939920917547	2877.8347929599627
P04818;P04818-2;P04818-3	2308.652079713231	2308.5871365599987	2308.3829725062137	2307.580468248459	2309.454787399205	2186.8407799992992	2189.2355707211923	2185.5265515622114	2186.033236980705	2185.184368027113
